"","str1","N"
"1"," a",513
"2"," b",621
"3"," c",681
"4"," d",470
"5"," e",198
"6"," f",441
"7"," g",433
"8"," h",349
"9"," i",120
"10"," j",139
"11"," k",220
"12"," l",416
"13"," m",460
"14"," n",208
"15"," o",185
"16"," p",581
"17"," q",56
"18"," r",434
"19"," s",1084
"20"," t",567
"21"," u",123
"22"," v",167
"23"," w",303
"24"," x",13
"25"," y",100
"26"," z",56
